Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop biznesowy HP ProBook 4 G1i 14"" Ultra 7 255U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 255U,Intel Core Ultra 7 15gen 255U,Intel,Core Ultra 7,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop ASUS TUF Gaming F15 FX507VV-LP142W 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,Windows 11 Home Edition
"Laptop biznesowy HP EliteBook 8 G1i 14"" Ultra 7 255U 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255U,Intel Core Ultra 7 15gen 255U,Intel,Core Ultra 7,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop Acer Swift X 14 SFX14-73G OLED 14,5"" Ultra 9 285H 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Szary Funkcje AI",,"14,5 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",14.5,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 285H,Intel Core Ultra 9 15gen 285H,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX 5060 + Intel Arc Graphics 140T,NVIDIA GeForce RTX 5060 + Intel Arc Graphics 140T,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,False,True,True,False,True,Windows 11 Home Edition
"Apple MacBook Air 2025 13,6"" M4 16GB RAM 512GB Dysk macOS Północ Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop biznesowy Lenovo ThinkBook 14 G8 IAL 14"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11 Pro Szary Funkcje AI",,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225U,Intel Core Ultra 5 15gen 225U,Intel,Core Ultra 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop HP OmniBook 7 17-dc0217nw 17,3"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",,"17,3 "", ekran dotykowy 1920 x 1080 pikseli",17.3,1920,1080,2073600,,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,Intel®  Arc 140V,Intel Arc 140V,Intel,Arc 140V,,False,False,False,False,True,Windows 11 Home Edition
"Apple MacBook Air 2025 13,6"" M4 24GB RAM 512GB Dysk macOS Północ Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
Laptop ASUS Zenbook 14 UX3405CA-PP009W OLED 14'' 120Hz Ultra 9 285H 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI,,"14 "",  2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 285H,Intel Core Ultra 9 15gen 285H,Intel,Core Ultra 9,15,Intel®   Arc™ 140T,Intel Arc 140T,Intel,Arc 140T,,False,False,False,False,True,Windows 11 Home Edition
"Laptop biznesowy HP EliteBook 8 G1a 14"" Ryzen AI 7 Pro 350 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 Pro 350,AMD Ryzen AI 7 Pro 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M Graphics,AMD Radeon 860M Graphics,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Professional
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Gwiezdna Szarość US",,"13,3 "",  2560 x 1600 pikseli",13.3,2560,1600,4096000,,8 GB  DDR4 RAM,8,256 GB SSD,256,Apple M1,Apple M1,Apple,M1,,Apple  M1 (7-rdzeni),Apple M1 (7-rdzeni),Apple,M1,,False,False,False,False,False,macOS Big Sur lub nowszy
"Apple MacBook Air 2026 15,3"" M5 10/10 24GB RAM 1TB Dysk macOS Błękitny Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Laptop gamingowy ASUS ROG Zephyrus G14 GA403UP-QS005W OLED 14"" 120Hz R9 270 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Szary AI",,"14 "",  2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5x 7500 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ 9 270,AMD Ryzen 9 270,AMD,Ryzen 9,,NVIDIA® GeForce RTX 5070 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5070 + AMD Radeon 780M,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 13,6"" M2 8GB RAM 512GB Dysk macOS Gwiezdna Szarość US",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,8 GB  zunifikowana RAM,8,512 GB SSD,512,Apple M2,Apple M2,Apple,M2,,Apple  M2 (8-rdzeni),Apple M2 (8-rdzeni),Apple,M2,,False,False,False,False,False,macOS Monterey lub nowszy
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Księżycowa poświata Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Srebrny US",,"13,3 "",  2560 x 1600 pikseli",13.3,2560,1600,4096000,,8 GB  DDR4 RAM,8,256 GB SSD,256,Apple M1,Apple M1,Apple,M1,,Apple  M1 (7-rdzeni),Apple M1 (7-rdzeni),Apple,M1,,False,False,False,False,False,macOS Big Sur lub nowszy
"Laptop biznesowy HP EliteBook 6 G1i 14"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225U,Intel Core Ultra 5 15gen 225U,Intel,Core Ultra 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Apple MacBook Air 2025 15,3"" M4 24GB RAM 512GB Dysk macOS Północ Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop gamingowy Lenovo Legion Pro 5 16IAX10 OLED 16"" 165Hz Ultra 7 255HX 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255HX,Intel Core Ultra 7 15gen 255HX,Intel,Core Ultra 7,15,NVIDIA® GeForce RTX™ 5060 + Intel Graphics,NVIDIA GeForce RTX 5060 + Intel Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Apple MacBook Pro 2024 14,2"" M4 16GB RAM 1TB Dysk macOS Gwiezdna Czerń Funkcje AI",,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,16 GB  zunifikowana RAM,16,1 TB SSD,1024,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop gamingowy MSI Vector 16 HX AI A2XWIG-093PL 16"" 240Hz Ultra 9 275HX 32GB RAM 1TB Dysk SSD RTX5080 DLSS4 Win11 Szary Funkcje AI",,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5080 + Intel Graphics,NVIDIA GeForce RTX 5080 + Intel Graphics,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,False,True,Windows 11 Home Edition
"Laptop biznesowy Dell Pro 14 Premium PA14250 14"" Ultra 5 236V 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 8533 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 236V,Intel Core Ultra 5 15gen 236V,Intel,Core Ultra 5,15,Intel®  Arc Graphics 130V,Intel Arc Graphics 130V,Intel,Arc Graphics 130V,,False,False,False,False,True,Windows 11 Professional
"Laptop HP 15-fc0029nw 15,6"" AMD Ryzen 5 7520U 16GB RAM 512GB Dysk SSD Win11 Srebrny",,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,16 GB  LPDDR5 5500 Mhz RAM,16,512 GB,512,AMD Ryzen™ 5 7520U,AMD Ryzen 5 7520U,AMD,Ryzen 5,,AMD  Radeon™ 610M,AMD Radeon 610M,AMD,Radeon 610M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop biznesowy ASUS ExpertBook PM3 PM3606CKA-MB0197X 16"" 144Hz Ryzen AI 5 330 16GB RAM 512GB Dysk SSD Win11 Pro Szary Funkcje AI",,"16 "",  1920 x 1200 pikseli 144 Hz",16.0,1920,1200,2304000,144,16 GB  DDR5 RAM,16,512 GB SSD,512,AMD Ryzen™ AI 5 330,AMD Ryzen AI 5 330,AMD,Ryzen AI 5,,AMD  Radeon™ 820M,AMD Radeon 820M,AMD,Radeon 820M,,False,False,False,True,False,Windows 11 Professional
"Laptop gamingowy HP Victus 15-fb0122nw 15,6"" 144Hz R5 5600H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Czarno-srebrny",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5600H,AMD Ryzen 5 5600H,AMD,Ryzen 5,,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™  Graphics,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,NVIDIA,GeForce GTX 1650,GeForce GTX 1650,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 2025 13,6"" M4 24GB RAM 512GB Dysk macOS Srebrny Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Apple MacBook Pro 2025 14,2"" M5 24GB RAM 1TB Dysk macOS Srebrny Funkcje AI",,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS Spotlight lub nowszy
"Laptop gamingowy ASUS TUF Gaming A15 FA507NUR-LP016W 15,6'' 144Hz R7 7435HS 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Szary",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 7435HS,AMD Ryzen 7 7435HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 4050,NVIDIA GeForce RTX 4050,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,False,Windows 11 Home Edition
"Laptop biznesowy Lenovo ThinkPad T14s Gen 6 14"" Ryzen AI 7 Pro 360 32GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,32 GB  LPDDR5x 7500 Mhz RAM,32,512 GB SSD,512,AMD Ryzen™ AI 7 360,AMD Ryzen AI 7 360,AMD,Ryzen AI 7,,AMD  Radeon™ 880M,AMD Radeon 880M,AMD,Radeon 880M,,False,False,False,True,False,Windows 11 Professional
"Laptop gamingowy HP Victus 15-fa2114nw 15,6"" 144Hz Core 7 240H 24GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarno-srebrny Funkcje AI",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 5600 Mhz RAM,24,1 TB SSD,1024,Intel® Core™ 7 15gen 240H,Intel Core 7 15gen 240H,Intel,Core 7,15,NVIDIA® GeForce RTX™ 5060 + Intel Graphics,NVIDIA GeForce RTX 5060 + Intel Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Thin 15 B12VE-2431PL 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4050 Win11 Szary",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 12450H,Intel Core i5 12gen 12450H,Intel,Core i5,12,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,Windows 11 Home Edition
"Laptop biznesowy HP EliteBook 8 G1i 16"" Ultra 7 255U 32GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"16 "",  1920 x 1200 pikseli",16.0,1920,1200,2304000,,32 GB  DDR5 5600 Mhz RAM,32,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 255U,Intel Core Ultra 7 15gen 255U,Intel,Core Ultra 7,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy Dell Pro 13 Plus PB13250 13,3"" Ultra 7 266V 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"13,3 "",  1920 x 1200 pikseli 60 Hz",13.3,1920,1200,2304000,60,16 GB  LPDDR5x 8533 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 266V,Intel Core Ultra 7 15gen 266V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy HP ProBook 4 G1ah 16"" R5 220 24GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"16 "",  1920 x 1200 pikseli",16.0,1920,1200,2304000,,24 GB  DDR5 5600 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 5 220,AMD Ryzen 5 220,AMD,Ryzen 5,,AMD  Radeon™ 740M,AMD Radeon 740M,AMD,Radeon 740M,,False,False,False,True,False,Windows 11 Professional
"Laptop biznesowy Dell Pro 16 PC16250 16"" Core 3 100U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,8 GB  DDR5 5200 Mhz RAM,8,512 GB SSD,512,Intel® Core™ 3 14gen 100U,Intel Core 3 14gen 100U,Intel,Core 3,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Apple MacBook Air 2025 15,3"" M4 24GB RAM 512GB Dysk macOS Srebrny Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop biznesowy HP EliteBook 8 G1a 16"" Ryzen AI 5 Pro 340 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"16 "",  1920 x 1200 pikseli",16.0,1920,1200,2304000,,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 5 Pro 340,AMD Ryzen AI 5 Pro 340,AMD,Ryzen AI 5,,AMD  Radeon™ 840M Graphics,AMD Radeon 840M Graphics,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Professional
"Laptop HP 17-cp3002nw 17,3"" R7 7730U 16GB RAM 1TB Dysk SSD Win11 Srebrny",,"17,3 "",  1920 x 1080 pikseli 60 Hz",17.3,1920,1080,2073600,60,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 7730U,AMD Ryzen 7 7730U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Thin A15 B7UC-623PL 15,6"" 144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 7535HS,AMD Ryzen 5 7535HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 +  AMD Radeon™ 660M,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,True,False,Windows 11 Home Edition
Laptop ASUS Zenbook 14 OLED UX3405CA-PZ091W 14'' 120Hz Ultra 9 285H 32GB RAM 1TB Dysk SSD Win11 Funkcje AI,,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 285H,Intel Core Ultra 9 15gen 285H,Intel,Core Ultra 9,15,Intel®   Arc™ 140T,Intel Arc 140T,Intel,Arc 140T,,False,False,False,False,True,Windows 11 Home Edition
"Laptop biznesowy HP EliteBook 8 G1i 14"" Ultra 7 255U 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255U,Intel Core Ultra 7 15gen 255U,Intel,Core Ultra 7,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad T16 Gen 4 16"" Ryzen AI 7 Pro 350 32GB RAM 1TB Dysk SSD Win11 Pro Czarny Funkcje AI",,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 Pro 350,AMD Ryzen AI 7 Pro 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M Graphics,AMD Radeon 860M Graphics,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Professional
"Apple MacBook Pro 2024 14,2"" M4 Pro 24GB RAM 1TB Dysk macOS Srebrny Funkcje AI",,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M4 Pro,Apple M4 Pro,Apple,M4 Pro,,Apple  M4 Pro (20-rdzeni),Apple M4 Pro (20-rdzeni),Apple,M4 Pro,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop biznesowy Dell Pro 15 Essential PV15250 15,6"" i5-1334U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,8 GB  DDR5 4400 Mhz RAM,8,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Professional
"Laptop ASUS VivoBook 15 A1504ZA-BQ739W 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Niebieski",,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop ASUS Vivobook 15 D1502YA-BQ316W 15,6"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Niebieski",,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 RAM,16,512 GB SSD,512,AMD Ryzen™ 7 7730U,AMD Ryzen 7 7730U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop HP Pavilion 15-eg0312nw 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Srebrny",,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,8 GB  DDR4 3200 MHz RAM,8,512 GB SSD,512,Intel® Core™ i5 11gen 1135G7,Intel Core i5 11gen 1135G7,Intel,Core i5,11,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 256GB Dysk macOS Srebrny 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,256 GB SSD,256,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop ASUS TUF Gaming A16 FA608UP-R7165W 16"" 165Hz Ryzen 7 260 16GB RAM 512GB Dysk SSD RTX5070 DLSS4 Win11 Szary Funkcje AI",,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 5070 + 	AMD Radeon™ 780M,NVIDIA GeForce RTX 5070 + AMD Radeon 780M,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 16S AI AN16S-61 16"" 180Hz Ryzen AI 9 365 32GB RAM 1TB Dysk SSD RTX5070Ti DLSS4 Czarny Funkcje AI",,"16 "",  2560 x 1600 pikseli 180 Hz",16.0,2560,1600,4096000,180,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 9 365,AMD Ryzen AI 9 365,AMD,Ryzen AI 9,,NVIDIA® GeForce RTX™ 5070 Ti + AMD Radeon™ 880M,NVIDIA GeForce RTX 5070 Ti + AMD Radeon 880M,NVIDIA,GeForce RTX 5070 Ti,GeForce RTX 5070 Ti,True,True,True,True,False,bez systemu
"Laptop Acer Aspire 3 A315-44P-R2KQ 15,6"" R7 5700U 16GB RAM 512GB Dysk SSD Win11 Srebrny",,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 RAM,16,512 GB SSD,512,AMD Ryzen™ 7 5700U,AMD Ryzen 7 5700U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Apple MacBook Pro 2021 16,2"" M1 Pro 16GB RAM 512GB Dysk macOS Gwiezdna Szarość",,"16,2 "",  3456 x 2234 pikseli 120 Hz",16.2,3456,2234,7720704,120,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M1 Pro,Apple M1 Pro,Apple,M1 Pro,,Apple  M1 Pro (16-rdzeni),Apple M1 Pro (16-rdzeni),Apple,M1 Pro,,False,False,False,False,False,macOS Monterey lub nowszy
"Laptop HP ProBook 460 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 125U,Intel Core Ultra 5 14gen 125U,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
